Review,Hasil Perbandingan
"['enak', 'harga', 'terjangkaubnyk', 'varian']",Neutral
"['enak', 'terjaga', 'isian', 'topingnya', 'melimpah']",Positive
"['mudah', 'martabak', 'san', 'francisco', 'jl', 'burangrang', 'no', '', 'bandung']",Positive
"['bersih', 'nyaman', 'pelayanannya', 'ramah', 'bersih', 'nyaman', 'enjoy']",Positive
"['martabaknya', 'enak', 'kadang', 'suka', 'live', 'musik', 'kalo', 'malam']",Positive
"['restonya', 'bersihrapih', 'nyaman', 'udah', 'pilihan', 'tunai']",Positive
"['makanan', 'e', 'oyen', 'wedang', 'ronde', 'nasgor', 'pempek']",Neutral
"['martabak', 'populer', 'bandung', 'setau', 'tempatnya', 'enak', 'dn', 'nyaman']",Positive
"['martabak', 'langganan', 'keju', 'almond', 'martabak', 'paporit', 'enak', 'enak', 'enak', 'tempatnya', 'nyaman', 'renovasi']",Positive
"['martabk', 'juara', 'food', 'court', 'variasi', 'menu', 'makanan', 'enak', 'enak']",Positive
"['pengalaman', 'kali', 'gajian']",Neutral
"['ukuran', 'ga', 'berubah', 'tetep', 'joss']",Neutral
"['suka', 'banget', 'martabak', 'inirasanya', 'enak', 'bngt']",Positive
"['enak', 'mah', 'martabak', 'asinnya', 'terang', 'bulannya', 'bikin', 'enektoomuch']",Positive
"['jd', 'enak', 'dibanding']",Negative
"['pelayanan', 'cepat', 'tempatnya', 'nyaman']",Positive
"['martabak', 'enak', 'ngantri', 'tempatnya', 'nyaman']",Positive
"['tempatnya', 'bersih', 'sayang', 'kasirnya', 'jutek', 'nglayaninya']",Negative
"['martabak', 'keju', 'kacang', 'coklat', 'mantaaab']",Positive
"['enak', 'mantab', 'martabak', 'asin', 'manisnya']",Positive
"['enak', 'ga', 'nyesel', 'beli', 'mrtbak', 'dsini']",Positive
"['enak', 'parah', 'kejunya', 'uwow']",Negative
"['dng', 'price', 'segitu', 'mantabbuat', 'orang']",Positive
"['enak', 'makanan', 'legendaris', 'kota', 'bandung', 'wajib', 'dateng']",Positive
"['martabak', 'enak', 'bandung', 'ngak', 'tandingannya']",Negative
"['pa', 'banget', 'kalo', 'pingin', 'manis', 'manisdateng']",Positive
"['martabak', 'manis', 'asin', 'dihidangkan', 'aroma', 'membikin', 'ketagihan']",Positive
"['bagus', 'bawa', 'keluarga', 'makan', 'makan']",Positive
"['legendmantapwenakkharga', 'dikisaran', 'rb', 'sd', 'rbpuas', 'pokokny']",Neutral
"['mantap', 'beli']",Positive
"['enak', 'mantap', 'martabak', 'telur', 'kenyang', 'n', 'enak']",Positive
"['jajanan', 'enak', 'nga', 'martabak', 'pujasera']",Positive
"['strategismartabak', 'spesialngga', 'nyesel', 'beli']",Positive
"['pujasera', 'pilihan', 'makanan']",Neutral
"['sarapan', 'msh', 'okay']",Positive
"['enak', 'daging', 'tebal', 'harga', 'sesuai', 'martabaknya']",Positive
"['mantul', 'gebetan', 'jebol', 'dompet', 'loe', 'hahahahah']",Positive
"['makanannya', 'enak', 'parkirnya', 'butuh', 'perjuangan']",Positive
"['martabak', 'pisang', 'kejunya', 'cintai']",Positive
"['makanannya', 'enak', 'variannya', 'enak', 'toplah']",Neutral
"['enak', 'banget', 'hrg', 'mahal', 'patut', 'dicoba']",Positive
"['martabak', 'legendaris', 'bandung', 'asin', 'manis']",Positive
"['pilihan', 'sesuai', 'selera', 'pokoknya', 'enak', 'banget']",Positive
"['melegenda', 'duluuu', 'harga', 'sesuai', 'manta']",Neutral
"['martabak', 'enak', 'banget', 'rugi', 'gak', 'coba']",Positive
"['martabak', 'citarasa', 'mengagumkan', 'bikin', 'ketagihan', 'belinya', 'hihi']",Positive
"['martabaknya', 'enak', 'bngt', 'manisnya']",Positive
"['nyaman', 'cuman', 'pelayanan', 'ramah']",Positive
"['harga', 'segitu', 'aga', 'mehong', 'ya', 'memuaskan']",Positive
"['bersih', 'ditambah', 'pilihan', 'makanan', 'dibeli']",Positive
"['enak', 'martabaknya', 'harganya']",Positive
"['tmpt', 'bagus', 'nyaman', 'makanannya', 'enak']",Positive
[],Neutral
"['martabak', 'mantap', 'banget']",Positive
"['terbaik', 'martabak', 'mesti', 'nyoba']",Positive
"['nyaman', 'enak', 'musiknya']",Positive
"['kl', 'bingung', 'pesen', 'martabak', 'maniscoba', 'pilih', 'pizza', 'martabak']",Positive
"['kalah', 'martabak', 'kaki', 'topingnya']",Negative
"['tempatnya', 'ramah', 'pelayanannya']",Positive
"['beli', 'martabak', 'antri', 'bingits', 'kebayar', 'enak']",Positive
"['presentasinya', 'mantap', 'harganya']",Neutral
"['martabak', 'sip', 'jaman', 'skr']",Neutral
"['mantapp', 'martabaknya', 'rame', 'banget']",Neutral
"['profesional', 'lumayan', 'cepat', 'penyediaan', 'martabaknya']",Neutral
"['wuenak', 'polll', 'mahal', 'sik']",Neutral
"['b', 'aja', 'waiter', 'kasirnya', 'jutek']",Neutral
"['pelayanannya', 'lelet']",Neutral
"['kemasan', 'tuk', 'martabak', 'harga', 'bersahabatwa', '']",Neutral
"['martabak', 'ngetop', 'food', 'court', 'pilihan', 'makanan']",Positive
"['jual', 'martabak', 'cafe', 'live', 'musik', 'dalamnya']",Neutral
"['puja', 'serum', 'mantapbanyak', 'menu', 'puas', 'dech']",Positive
"['good', 'taste', 'good', 'price', 'kadang', 'parkir', 'aja', 'susah']",Positive
"['enak', 'martabaknya', 'cm', 'bersih']",Positive
"['langganan', 'orang', 'tua', 'umur', '', 'th']",Neutral
"['salah', 'martabak', 'enak', 'bandung', 'variannya']",Positive
"['martabak', 'sultanrasa', 'sesuai', 'harga']",Neutral
"['kenikmatan', 'harganya', 'cepat']",Positive
"['rame', 'benerada', 'pujaseranya']",Neutral
"['tempatnya', 'nyaman', 'rapih', 'bersih', 'martabaknya', 'enak']",Positive
"['bagus', 'nongkrong', 'keluarga', 'kantor', 'selingkuhan']",Positive
"['ramai', 'pakai', 'nomor', 'antrian', 'berobat']",Positive
"['beli', 'martabak', 'mesti', 'bandung']",Neutral
"['berinovasi', 'khas', 'dipertahankan']",Positive
"['martabak', 'manisnya', 'mantab']",Positive
"['enak', 'harga', 'lumayan', 'tempatnya', 'strategis', 'bersih']",Positive
"['diragukan', 'harga', 'sesuai', 'kualitas']",Negative
"['martabak', 'tuna', 'favorite', 'pilihan', 'makanan']",Neutral
"['top', 'banget', 'harga', 'sebanding']",Neutral
"['martabaknya', 'enak', 'habis', 'makan']",Positive
"['martabaknya', 'enakkk', 'harga', 'lumayan', 'mhl']",Positive
"['martabak', 'melegenda', 'beli', 'sebulan']",Neutral
"['martabak', 'mantap']",Positive
"['martabak', 'oke', 'lahan', 'parkiran', 'luas']",Neutral
['rame'],Neutral
"['lahan', 'parkir', 'mobil', 'leluasa']",Positive
"['martabak', 'terenak', 'sebandung']",Positive
"['tebel', 'n', 'buanyak', 'banget', 'isian']",Neutral
"['enak', 'banget', 'inget', 'bandung']",Positive
"['one', 'of', 'the', 'best', 'martabak', 'manis', 'and', 'asin', 'in', 'bandung', 'legend']",Positive
"['dianjurkan', 'memesan', 'menu', 'warung']",Neutral
"['lumayan', 'enak', 'seenak', '']",Positive
"['varian', 'komplitharga', 'relatif', 'terjangkau']",Neutral
"['tempatnya', 'nyaman', 'menu', 'martabaknya', 'enak', 'enak']",Positive
"['live', 'music', 'keroncong', 'sabtu', 'malam']",Neutral
"['martabak', 'favorit', 'neh', 'beragam', 'pilihan', 'martabak', 'jaman', 'now']",Positive
"['selera', 'ok', 'mantap']",Positive
"['martabak', 'super', 'mantap', 'penikmat', 'martabak', 'martabak', 'sanfransisco']",Positive
"['enak', 'martabaknya', 'mantap']",Positive
[],Positive
"['tempatnya', 'enak', 'pelayan', 'ramah']",Positive
"['best', 'martabak', 'tipi', 'must', 'try']",Positive
"['salah', 'martabak', 'tertua', 'bandung', 'harganya', 'cenderung', 'mahal']",Neutral
"['mantaaapp', 'asli', 'kagak', 'pake', 'kw', 'kw', 'an']",Positive
"['tempatnya', 'bagus', 'makanannya', 'enak']",Positive
"['mantaafff', 'slu', 'makanan', 'favorite']",Positive
"['nyaman', 'makanan', 'pilihan']",Positive
"['harga', 'sebanding', 'rasanyamaknyoss']",Neutral
"['martabak', 'manisnya', 'enak', 'suka', 'manis']",Positive
"['harga', 'ga', 'ngebohongin', 'mantul', 'gan']",Negative
"['tempatnya', 'cozy', 'lumayan', 'pilihan']",Neutral
"['enaktempat', 'nyaman']",Positive
"['komplit', 'makanan', 'tradisional', 'modern', 'lengkap']",Neutral
['mantappp'],Neutral
"['antri', 'ok', 'makananya']",Positive
"['menu', 'makanan', 'lezat']",Positive
"['mantabz', 'abissz', 'recommended']",Positive
"['martabak', 'premium', 'disamakan', 'murah']",Neutral
"['tandingannya', 'juara']",Positive
"['mantabzmartabaknya', 'gofood']",Neutral
"['nyaman', 'harga', 'terjangkau']",Positive
['enakk'],Positive
"['nyaman', 'harga', 'disesuaikan']",Positive
"['antri', 'puas', 'ga', 'sia']",Positive
"['enak', 'setara', 'harganya']",Positive
"['harga', 'martabak', 'sesuai']",Neutral
"['kesini', 'cma', 'nmpang', 'berhenti', 'depannya', 'wkwkw']",Negative
"['menu', 'makanannya', 'enak']",Positive
"['pelayanan', 'bagus']",Positive
"['kalo', 'martabak', 'bandung', 'yaa', 'martabak', 'san', 'fransisco', 'martabak', 'asin']",Positive
"['blm', 'tau', 'blm', 'coba', 'order']",Positive
"['mantaaaapaman', 'nyaman']",Positive
"['martabak', 'telor', 'manis', 'terbaik', 'maknyos']",Positive
"['enak', 'tapiiiiiiiiii', 'prkirnya', 'muales', 'banget']",Negative
"['bagus', 'makanannya', 'enak', 'komplit']",Positive
"['legendary', 'martabak', 'in', 'bandung', 'best']",Neutral
"['pilihan', 'makanan', 'martabak']",Neutral
['mantapppp'],Neutral
"['bagus', 'enak', 'makanan']",Positive
"['juaranya', 'martabak', 'sebandung', 'raya', 'mah']",Positive
"['martabak', 'legend', 'pilihan', 'bervariasi']",Neutral
"['malem', 'minggu', 'beli']",Neutral
"['martabak', 'enak']",Positive
"['pelayanan', 'ramah', 'tempatnya', 'bersih']",Positive
"['enak', 'ngantri', 'harganya', 'mahal']",Neutral
"['martabak', 'enak', 'pilihan', 'jajan', 'lumayan']",Positive
['martabak'],Neutral
"['terkenal', 'nyaman']",Positive
"['pilihan', 'menu', 'makanan', 'lengkap', 'murah']",Neutral
"['bagus', 'cuman', 'ngantrinya', 'aduuuh']",Positive
"['terkenal', 'enak', 'nan', 'mahal']",Positive
"['martabak', 'telor', 'enak', 'keju', 'meleleh']",Positive
"['tempatnya', 'cozy', 'makanannya', 'variatif']",Neutral
"['enak', 'bny', 'macamnya']",Positive
"['urusan', 'martabakpokoknya', 'mantabsmenang']",Positive
"['milih', 'makanan']",Neutral
"['top', 'markotop', 'martabak', 'dl']",Positive
"['udah', 'buka', 'jam', '', 'siang']",Neutral
"['kelas', 'menengah', 'kebawah', 'kayanya', 'kemahalan']",Neutral
"['makannnya', 'enak']",Positive
"['pilihannya', 'ampe', 'bingung']",Negative
"['nyaman', 'kuliner']",Positive
"['makanannya', 'enak', 'enak']",Positive
"['tempatnya', 'nyaman', 'live', 'musicnya']",Positive
"['enak', 'martabaknya']",Positive
"['martabak', 'asin', 'mantap']",Positive
"['martabak', 'enak']",Positive
"['manis', 'asingada', 'tandingannya']",Positive
"['manteb', 'martabaknya', 'pilihan']",Neutral
"['salah', 'martabak', 'terbaik', 'bandung']",Positive
"['cepat', 'penyajiannya']",Neutral
"['langganan', 'makan', 'martabak', 'wedang', 'ronde', 'kembang']",Neutral
"['antrian', 'weekend', 'mantap']",Positive
"['cobain', 'martabak', 'seafood', 'mantap']",Positive
"['mmhhh', 'yummi', 'coklatnya']",Neutral
"['nunggunya', 'aja', 'lumayan']",Neutral
['mantabs'],Neutral
"['martabak', 'farnsisco', 'cab', 'burangrang', 'sebelah', 'bank', 'bca']",Neutral
"['enak', 'even', 'ngantri']",Positive
"['martabak', 'favorit', 'keluarga', 'kalo', 'k', 'bandung']",Neutral
"['pusat', 'kota', 'nyaman', 'bersih']",Positive
"['martabaknya', 'bikin', 'kangen', 'euy']",Negative
"['enak', 'mahal']",Neutral
"['tempatnya', 'nyaman', 'kumpul', 'teman']",Positive
['okelah'],Positive
"['martabak', 'legendaris']",Neutral
"['martabak', 'legendaris', 'pengen', 'kl', 'bandung']",Positive
"['favorite', 'martabak', 'telur']",Positive
"['tempatnya', 'pembeli', 'ramai', 'ngantri']",Neutral
"['soes', 'legendaris', 'cita', 'ga', 'berubah', 'ga', 'ngalahin', 'pokoknya', 'tempatnya', 'nyaman', 'pilihan', 'produknya', 'banget', 'bikin', 'cobain', 'jenis', 'produk', 'soes', 'roti']",Positive
"['lokasinya', 'sebelah', 'kentucky', 'fried', 'chicken', 'masuk', 'masuk', 'membingungkan', 'masuknya', 'arah', 'kfc', 'berseberangan', 'bandung', 'indah', 'plaza', 'bip', 'enakan', 'masuknya', 'arah', 'belakangnya', 'ketimbang', 'masuknya', 'arah', 'bip']",Positive
"['suka', 'soes', 'merdeka', 'ngga', 'beli', 'kemarin', 'bandung', 'beli', 'fla', 'beda', 'banget', 'kualitasnya', 'dibanding', 'flanya', 'pasirnya', 'rumnya', 'banget', 'ngga', 'kerasa']",Positive
"['kue', 'soes', 'legend', 'banget', 'kota', 'bandung', 'gak', 'berubah', 'enak', 'creamy', 'favoritku', 'original', 'with', 'rum', 'pilihan', 'pilihan', 'rum', 'harga', 'masing']",Positive
"['berkunjung', 'rame', 'banget', 'capek', 'antri', 'untung', 'skr', 'sdh', 'b', 'kirim', 'kota', 'sameday', 'deliverypakai', 'jne', 'po', 'paxel', 'packingnya', 'mantap', '', 'lapis', 'bublewrap', 'plus', 'kardus', 'kokoh', 'jd', 'aman', 'dr', 'guncangan']",Positive
"['lejennn', 'enakkkk', 'turun', 'kualitas', 'semoga', 'dipertahankan']",Positive
"['soes', 'legendaris', 'cita', 'enak', 'menu', 'enak']",Positive
"['lumayan', 'overall', '']",Positive
"['soes', 'legendaris', 'enak', 'terkenal', 'bandung', 'purnawarman', 'seberangnya', 'bec', 'sebangunan', 'pujasera', 'merdeka', 'belakangnya', 'kfc', 'merdeka', 'soes', 'kuekue', 'snack', 'penganan', 'khas', 'kota', 'bandung', 'kalo', 'kota', 'nyobain', 'nih']",Positive
"['soes', 'legend', 'kota', 'bandungmasih', 'bertahan', 'original', 'pilihan', 'varian', 'tempatnya', 'bersih', 'kantin', 'nyamie', 'ayamsosis', 'olahan', 'dllposisi', 'best', 'western', 'premier', 'la', 'grandejalan', 'ga', '', 'menit']",Positive
"['parkir', 'didepan', 'kfc', 'masuk', 'kebelakang', 'lewati', 'indomaret', 'enak', 'kue', 'sus', 'isi', 'rhum', 'kue', 'basah', 'kering', 'keripik']",Positive
"['salah', 'toko', 'kue', 'legendaris', 'jalan', 'merdeka', 'bangunannya', 'pindah', 'jl', 'punawarman', 'tokonya', 'nyatu', 'merdeka', 'food', 'stall', 'desain', 'ato', 'pajangan', 'kuenya', 'bagus', 'fresh', 'enak', 'rapi', 'tatanannya', 'kalo', 'ala', 'jepang', 'penemoatan', 'makannya', 'keren']",Positive
"['enak', 'menyendiri', 'laptopan', 'wkwkwkwk', 'wifi', 'bawa', 'makanannya', 'mantap', 'foodcourt', 'lengkap', 'lantai', '']",Positive
"['toko', 'kue', 'roti', 'sdh', 'kesini', 'kl', 'cari', 'kue', 'soes', 'mah', 'aja', 'variasi', 'ukuran', 'kl', 'kue', 'soes', 'ga', 'pake', 'rhum', 'loh', 'tersedia', 'ukuran', 'pack', '', 'k', 'kl', 'ukuran']",Positive
"['lokasi', 'strategis', 'sebrang', 'bec', 'menyajikan', 'cemilan', 'khas', 'soes', 'merdeka']",Neutral
"['kesini', 'suka', 'tempatnya', 'makan', 'rumah', 'makan', 'laksana', 'cat', 'milo', 'fresh', 'juice', 'pempek', 'bang', 'rico', 'java', 'dimsum', 'iga', 'bundo', 'tarif', 'parkir', '', 'rupiah']",Positive
"['soes', 'terenak', 'makan', 'cemilannya', 'harga', 'terjangkau', 'nb', 'tetep', 'soes', 'with', 'no', 'rum']",Positive
"['kue', 'susnya', 'parah', 'zonk', 'harga', 'rp', 'rb', 'pc', 'kulitnya', 'enak', 'fla', 'becek', 'kyk', 'adonan', 'kue', 'encer']",Negative
"['jual', 'soes', 'bakery', 'legenda', 'kota', 'bandung', 'soes', 'macam', 'harga', '', '', 'terjangkau', 'pa']",Positive
"['tampilan', 'merdeka', 'foodstall', 'toko', 'kue', 'merdeka', 'toko', 'sosis', 'badranaya', 'tempatnya', 'jd', 'nyaman']",Positive
"['soesnya', 'rum', 'enak', 'gak', 'variasi', 'variasinya', 'pakai', 'rum', 'tokonya', 'dibelakang', 'hotel', 'jd', 'tinggal', 'jln', 'kaki', 'diseberang', 'tokonya', 'mall', 'pelayanannya', 'ramah', 'harga', 'rb']",Negative
"['sampurasun', 'sadayanasoes', 'merdeka', 'snack', 'tempo', 'khas', 'lupa', 'snack', 'ringan', 'disinibanyak', 'pilihan', 'snacknyatp', 'juarak', 'roti', 'soes', 'nyanagih', 'pokoknyakalo', 'bandung', 'lupa', 'mampir', 'guy']",Negative
['enakkk'],Positive
"['tempatnya', 'lumayan', 'luas', 'bersih', 'pilihan', 'tenant', 'masakan', 'padang', 'lomie', 'soes', 'merdeka', 'terpisah', 'chinese', 'food', 'harga', 'terjangkau']",Positive
"['kalo', 'ngadain', 'acara', 'besarsnack', 'beli', 'enakbahan', 'berkualitasdan', 'referensi', 'snack', 'acara']",Positive
"['tempatnya', 'masuk', 'gitu', 'masuk', 'hotel', 'best', 'western', 'jalan', 'merdeka', 'aja']",Positive
"['pilihan', 'oke', 'oleh', 'bandung', 'sayangnya', 'lokasinya', 'tersembunyi', 'segi', 'harga', 'dibanding', 'oleh', 'kuliner']",Negative
"['oleh', 'soes', 'isi', 'fla', 'rhumnya', 'berasaoiya', 'didepannya', 'jualan', 'gerobak', 'lomie', 'enaak']",Neutral
"['stand', 'makanan', 'hotel', 'ak', 'jalan', 'lokasi', 'arah']",Neutral
"['pilihan', 'makanan', 'harga', 'murah', 'meriah', 'parkir', 'pusat', 'perbelanjaan']",Neutral
"['makan', 'ramai', 'tempatnya', 'bersih', 'lokasi', 'sebrang', 'bec', 'pelayanan', 'ok']",Positive
"['kue', 'soes', 'kue', 'basah', 'dijual', 'gerai', 'teteup', 'favorit', 'kue', 'soes', 'favorit', 'soes', 'keringnya', 'endeus']",Positive
"['makanannya', 'enak', 'enak']",Positive
"['harga', 'nggak', 'sebanding', 'pelayan', 'nggak', 'informatif', 'nggak', 'ngasih', 'tau', 'rhumnya', 'nggak', 'alhasil', 'beli', 'segini', 'nggak', 'dimakan', 'tau', 'rhumnya', 'baca', 'review', 'google']",Neutral
"['kue', 'soesnya', 'legend', 'toko', 'soes', 'merdeka', 'enaknya', 'ga', 'nemuin', 'ditempat', 'jual', 'ga', 'nyamain', 'khas']",Positive
"['toko', 'kue', 'legendaris', 'kota', 'bandung', 'kue', 'soes', 'kesukaan']",Neutral
"['lokasi', 'stasiun', 'kuenya', 'enak', 'sanak', 'keluarga']",Positive
"['sekarangkue', 'soesnya', 'cita', 'tersendiri', 'soes', 'pake', 'rum', 'ok']",Positive
"['toko', 'roti', 'melegenda', '', 'berjualan', 'sesuai', 'menu', 'andalannya', 'kue', 'soes', 'vla', 'enak', 'menikmati', 'soes']",Positive
"['iseng', 'soes', 'legendaris', 'harga', 'ditawarkan', 'emang', 'ratarata', 'dicoba', 'beli', 'soes', 'isi', 'krim', 'soes', 'dadar', 'gulung', 'sayangnya', 'soes', 'kawankawannya', 'gak', 'sebanding']",Positive
"['sempatkan', 'mampir', 'makanan', 'legendaris', 'bandung', 'bertahan', 'puluhan', 'harga', 'sangsi', 'sebanding', 'mempertahankan', 'sus', 'dikonsumsi', 'maksimal', '', 'jam', 'beli', '', 'jam', 'dibeli', 'sus', 'kering']",Neutral
"['mkn', 'strategisbersihnyamanjuga', 'varian', 'menu', 'makanannya', 'kue', 'so', 'merdeka', 'enak', 'kuenyaada', 'soto', 'ayamsoto', 'bandungayam', 'dosking', 'mantaaap', 'bikin', 'ketagihan', 'lidah', 'menu', 'kopi', 'zaman', 'now']",Positive
"['food', 'court', 'murah', 'meriah', 'mall', 'bip', 'bec', 'letaknya', 'persis', 'belokan', 'samping', 'bec', 'gedung', 'tersembunyi', '', 'lantai', 'lantai', 'keadaannya', 'terawat']",Positive
"['lokasinya', 'strategis', 'balai', 'kota', 'bandung', 'sebrang', 'mall', 'popular', 'bandung', 'bandung', 'indah', 'plaza', 'bip', 'soes', 'toko', 'kue', 'terletak', 'strategis', 'salah', 'toko', 'sepi']",Positive
"['dimsum', 'makanan', 'mahal', 'pemuda', 'duduk', 'terawat', 'bau', 'wc', 'tercium', 'fyi', 'membawa', 'makanan']",Positive
"['ambiencenya', 'nyaman', 'harga', 'makanan', 'overpriced', 'recommended', 'serius', 'mengisi', 'perut', 'purnawarman', 'jl', 'merdeka', 'bubur', 'h', 'amid', 'melegenda', 'sekian', 'makan', 'bubur', 'berubah', 'wow', 'amazing']",Positive
"['dl', 'soes', 'kadang', 'kering', 'kulit', 'nyatapi', 'msh', 'suka', 'soes', 'rhumhrg', '', 'rb', 'kl', 'satuan', 'kl', 'beli', 'sekotak', 'jd', 'rb']",Positive
"['beli', 'oleh', 'khas', 'toko', 'kue', 'ya', 'kue', 'soes', 'rum', 'cream', 'pilihan', 'jenis', 'kue', 'beli', 'sosis', 'badranaya', 'home', 'made', 'tersedia']",Positive
"['', 'an', 'keemasannya', 'kue', 'sus', 'merdeka', 'oleholeh', 'wajib', 'wisatawan', 'bandung', 'lembut', 'garing', 'diluar', 'ketagihan']",Neutral
"['toko', 'soes', 'merdeka', 'menawarkan', 'oleh', 'khas', 'bandung', 'soes', 'bagelen', 'roti', 'enak', 'harganya', 'terjangkau', 'pastinya', 'orang', 'menjadikannya', 'pilihan', 'bandung']",Positive
"['soesnya', 'enak', 'krn', 'sdh', 'terkenal', 'ya', 'kecewa', 'aja', 'beli', 'kopi', 'aruma', 'packing', 'persis', 'kopi', 'aroma', 'dipikir', 'kopi', 'aroma', 'beli', 'harga', 'mahal', 'dr', 'aroma', 'asli', 'merknya', 'aruma', 'harga', 'mahal', 'beda', 'banget', 'kecewa', 'banget']",Negative
"['sebenernya', 'tempatnya', 'enak', 'bwt', 'kumpulmakanany', 'lumayan', 'pilihan', 'murahtp', 'kadang', 'suka', 'ga', 'resfeck', 'z', 'gtu', 'pegawai', 'buka', 'stand', 'dsana', 'asik', 'karoke', 'teriak', 'gtu', 'jd', 'ganggu', 'pengunjung', 'makan', 'atw', 'ngobrol']",Negative
"['salahsatu', 'soes', 'legendaris', 'bandung', 'pakai', 'roem', 'pilihan', 'original', 'toko', 'membeli', 'soes', 'buah', 'tangan', 'dibawa', 'ketempat', 'asalnya', 'libur', 'cari', 'penggemar', 'kuliner']",Positive
"['merdeka', 'pujasera', 'jalan', 'purnawarnman', 'jd', 'spot', 'favorit', 'makan', 'kalo', 'tujuan', 'menu', 'harga', 'terjangkau', 'istirahat', 'pegawai', 'sekitaran', 'purnawarman', 'area', 'merokok', 'disekitar', 'situ', 'jd', 'aga', 'pengap', 'makanannya', 'enak']",Positive
"['pengen', 'nyari', 'kue', 'sus', 'isi', 'duren', 'dijual', 'bandung', 'soes', 'merdeka', 'bandung', 'pusatnya', 'jalan', 'merdeka', 'bandung', 'hatihati', 'tulisan', 'soes', 'merdeka', 'tertera', 'pintu', 'kfc']",Positive
"['tempatnya', 'nyempil', 'blakang', 'kfc', 'sign', 'kfc', 'jd', 'kecele', 'masuk', 'dr', 'kfc', 'tyt', 'mst', 'muter', 'blakangnya', 'variasi', 'ok', 'harga', 'promo', 'cm', 'gelap']",Negative
"['penyuka', 'makanan', 'manis', 'pake', 'susu', 'soes', 'enak', 'e', 'clairnya', 'enak', 'soes', 'kecil', 'lumayan', 'oleh']",Positive
"['cocok', 'merokok', 'tea', 'pot', 'full', 'pakai', 'gula', 'batu', 'toiletnya', 'mewah', 'parkirnya', 'jemputan', 'taksi', 'online', 'gampang']",Positive
"['soes', 'tuh', 'nomer', 'soes', 'original', 'mengandung', 'rhum', 'yaharganya', '', 'ribuyang', 'ga', 'mengandung', 'rhum', 'adamibta', 'aja', 'mbaknya']",Positive
"['kesini', 'makan', 'ayam', 'goreng', 'karawaci', 'pa', 'kesitu', 'coffeeshop', 'buka', 'all', 'menu', 'harga', 'sepuluh', 'ribu']",Neutral
"['roti', 'soes', 'merdeka', 'legenda', 'berpuluh', 'kemasannya', 'menarik']",Positive
"['lokasi', 'belakangtepatnya', 'jl', 'purnawarman', 'sesuai', 'photo', 'dalamnya', 'kfc', 'toko', 'soes', 'merdeka']",Neutral
"['ngaku', 'sdh', 'bandung', 'blm', 'harganya', 'relatif', 'murah', 'makanannya', 'beragam', 'enak', 'pelayanannya', 'bagus', 'ramah', 'cekatan', 'informatif']",Positive
"['nyaman', 'kursi', 'kadang', 'berebut', 'untung', 'jenis', 'makanan', 'variatif', 'kalo', 'bicara', 'nostalgia', 'cozy', '']",Negative
"['soes', 'legendaris', 'sdh', 'ikon', 'kota', 'bandung', 'bikin', 'nagih', 'puas', 'stlh', 'menikmatinya', 'merdeka']",Positive
"['bingung', 'tokonya', 'letak', 'tokonya', 'lewatin', 'indomaret', 'soesnya', 'enak', 'patut', 'dicoba']",Positive
"['makan', 'nongki', 'harga', 'murah', 'terjangkau', 'harga', 'mahasiswa', 'bangeut', 'terletak', 'pusat', 'kota', 'bandung', 'daerah', 'bip', 'bandung', 'indah', 'plaza']",Neutral
"['nyaman', 'bersih', 'makanannya', 'enakenak', 'pilihan', 'tersedia']",Positive
"['salah', 'toko', 'bandung', 'terkenal', 'pilihan', 'cari', 'oleh', 'kue', 'soes']",Positive
"['seadanya', 'nyaman', 'rest', 'n', 'bincang', 'ma', 'teman', 'harga', 'bersahabat']",Positive
"['makanannya', 'enak', 'nyaman', 'ga', 'pake', 'ac', 'adem', 'bener', 'cocok', 'nongkrong']",Positive
"['soes', 'sdh', 'legend', 'bandung', 'enak', 'varian']",Positive
"['tokonya', 'pindah', 'lg', 'parkiran', 'mudahan', 'ga', 'pindah', 'jalan', 'merdeka', 'namanya', 'ganti', 'lg', 'soes', 'merdeka']",Positive
"['makanan', 'pilihan', 'cocok', 'ngedate', 'bareng', 'gebetannya', 'mu', 'antwerp']",Negative
"['tarif', 'parkir', 'ga', 'mahal', 'makanan', 'slah', 'stall', 'mahal', 'memakai', 'bumbu']",Negative
"['soes', 'enak', 'ky', 'jaman', 'dulutp', 'tokonya', 'macet', 'n', 'carinya', 'agask', 'syusyenyelempit', 'biarpun', 'dah', 'cari', 'pke', 'google', 'map']",Negative
"['kue', 'soes', 'enak', 'tempatnya', 'nyaman', 'bersih', 'tersedia', 'kuedan', 'roti', 'menarik']",Positive
"['harga', 'bersahabat', 'pilihan', 'menu', 'makanan', 'menu', 'enak', 'ketagihan', 'ruangannya', 'ber', 'ac']",Positive
"['tempatnya', 'beribah', 'dr', 'jln', 'utama', 'bergabung', 'hotel', 'best', 'western', 'soes', 'ueeenak']",Positive
"['hri', 'lgi', 'diskon', '', 'krna', 'bsok', 'sdah', 'kadaluarsa', 'jdi', 'didiskon', 'hehe', 'soes', 'lmayan', 'enak', 'bnyak', 'varian', 'kueh', 'disni']",Positive
"['isi', 'soesnya', 'cream', 'gt', 'beli', 'isi', 'fla', 'berasa', 'aneh', 'roti', 'padat', 'soes', 'kering', 'bagelannya', 'enak']",Positive
"['nyaman', 'tersedia', 'makanan', 'nusantara', 'harga', 'relatif', 'terjangkau']",Positive
"['sepi', 'kue', 'lengkap', 'segar', 'pabrik']",Positive
